ec	n_uniprot_xrefs	description
2.7.11.12	18	cGMP-dependent protein kinase.
2.7.11.13	87	protein kinase C.
2.7.11.14	12	rhodopsin kinase.
2.7.11.15	10	[beta-adrenergic-receptor] kinase.
2.7.11.16	25	[G-protein-coupled receptor] kinase.
2.7.11.17	64	calcium/calmodulin-dependent protein kinase.
2.7.11.18	24	[myosin light-chain] kinase.
2.7.11.19	8	phosphorylase kinase.
2.7.11.20	4	[elongation factor 2] kinase.
2.7.11.21	45	polo kinase.
2.7.11.22	268	cyclin-dependent kinase.
2.7.11.23	163	[RNA-polymerase]-subunit kinase.
2.7.11.24	242	mitogen-activated protein kinase.
2.7.11.25	81	mitogen-activated protein kinase kinase kinase.
2.7.11.26	43	[tau protein] kinase.
2.7.11.28	0	tropomyosin kinase.
2.7.11.29	0	[low-density-lipoprotein receptor] kinase.
2.7.11.30	56	receptor protein serine/threonine kinase.
2.7.11.31	10	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase.
2.7.11.32	198	[pyruvate, phosphate dikinase] kinase.
2.7.11.33	206	[pyruvate, water dikinase] kinase.
2.7.11.34	11	NEK6-subfamily protein kinase.
2.7.11.35	0	CRIK-subfamily protein kinase.
2.7.11.36	0	MASTL-subfamily protein kinase.
2.7.11.37	0	MAST-subfamily kinase.
2.7.11.38	3	NEK9 subfamily protein kinase.
2.7.11.39	11	ROCK-subfamily protein kinase.
2.7.12.1	82	dual-specificity kinase.
2.7.12.2	75	mitogen-activated protein kinase kinase.
2.7.13.1	0	protein-histidine pros-kinase.
2.7.13.2	0	protein-histidine tele-kinase.
2.7.13.3	607	histidine kinase.
2.7.14.1	67	protein arginine kinase.
2.7.99.1	0	triphosphate--protein phosphotransferase.
2.8.1.1	149	thiosulfate sulfurtransferase.
2.8.1.2	10	3-mercaptopyruvate sulfurtransferase.
2.8.1.3	1	thiosulfate--thiol sulfurtransferase.
2.8.1.4	287	tRNA uracil 4-sulfurtransferase.
2.8.1.5	0	thiosulfate--dithiol sulfurtransferase.
2.8.1.6	593	biotin synthase.
2.8.1.7	304	cysteine desulfurase.
2.8.1.8	646	lipoyl synthase.
2.8.1.9	38	molybdenum cofactor sulfurtransferase.
2.8.1.10	399	thiazole synthase.
2.8.1.11	38	molybdopterin synthase sulfurtransferase.
2.8.1.12	79	molybdopterin synthase.
2.8.1.13	729	tRNA-uridine 2-sulfurtransferase.
2.8.1.14	6	tRNA-5-taurinomethyluridine 2-sulfurtransferase.
2.8.1.15	1	tRNA-5-methyluridine(54) 2-sulfurtransferase.
2.8.1.16	2	L-aspartate semialdehyde sulfurtransferase.
2.8.2.1	25	aryl sulfotransferase.
2.8.2.2	14	alcohol sulfotransferase.
2.8.2.3	2	amine sulfotransferase.
2.8.2.4	5	estrone sulfotransferase.
2.8.2.5	9	chondroitin 4-sulfotransferase.
2.8.2.6	0	choline sulfotransferase.
2.8.2.7	0	UDP-N-acetylgalactosamine-4-sulfate sulfotransferase.
2.8.2.8	15	[heparan sulfate]-glucosamine N-sulfotransferase.
2.8.2.9	0	tyrosine-ester sulfotransferase.
2.8.2.10	0	Renilla-luciferin sulfotransferase.
2.8.2.11	3	galactosylceramide sulfotransferase.
2.8.2.13	0	psychosine sulfotransferase.
2.8.2.14	6	bile-salt sulfotransferase.
2.8.2.15	0	steroid sulfotransferase.
2.8.2.16	0	thiol sulfotransferase.
2.8.2.17	8	chondroitin 6-sulfotransferase.
2.8.2.18	0	cortisol sulfotransferase.
2.8.2.19	0	triglucosylalkylacylglycerol sulfotransferase.
2.8.2.20	15	protein-tyrosine sulfotransferase.
2.8.2.21	11	keratan sulfotransferase.
2.8.2.22	9	aryl-sulfate sulfotransferase.
2.8.2.23	8	[heparan sulfate]-glucosamine 3-sulfotransferase 1.
2.8.2.24	1	aromatic desulfoglucosinolate sulfotransferase.
2.8.2.25	1	flavonol 3-sulfotransferase.
2.8.2.26	0	quercetin-3-sulfate 3'-sulfotransferase.
2.8.2.27	1	quercetin-3-sulfate 4'-sulfotransferase.
2.8.2.28	0	quercetin-3,3'-bissulfate 7-sulfotransferase.
2.8.2.29	3	[heparan sulfate]-glucosamine 3-sulfotransferase 2.
2.8.2.30	3	[heparan sulfate]-glucosamine 3-sulfotransferase 3.
2.8.2.31	0	petromyzonol sulfotransferase.
2.8.2.32	0	scymnol sulfotransferase.
2.8.2.33	4	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase.
2.8.2.34	1	glycochenodeoxycholate sulfotransferase.
2.8.2.35	2	dermatan 4-sulfotransferase.
2.8.2.36	1	desulfo-A47934 sulfotransferase.
2.8.2.37	3	trehalose 2-sulfotransferase.
2.8.2.38	2	aliphatic desulfoglucosinolate sulfotransferase.
2.8.2.39	1	hydroxyjasmonate sulfotransferase.
2.8.2.40	3	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase.
2.8.2.n2	5	thyroxine sulfotransferase.
2.8.3.1	0	propionate CoA-transferase.
2.8.3.2	0	oxalate CoA-transferase.
2.8.3.3	0	malonate CoA-transferase.
2.8.3.5	27	3-oxoacid CoA-transferase.
2.8.3.6	7	3-oxoadipate CoA-transferase.
2.8.3.8	6	acetate CoA-transferase.
2.8.3.9	2	butyrate--acetoacetate CoA-transferase.
2.8.3.10	4	citrate CoA-transferase.
2.8.3.11	0	citramalate CoA-transferase.
2.8.3.12	2	glutaconate CoA-transferase.
2.8.3.13	3	succinate--hydroxymethylglutarate CoA-transferase.
2.8.3.14	0	5-hydroxypentanoate CoA-transferase.
2.8.3.15	2	succinyl-CoA:(R)-benzylsuccinate CoA-transferase.
2.8.3.16	40	formyl-CoA transferase.
2.8.3.17	1	3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase.
2.8.3.18	3	succinyl-CoA:acetate CoA-transferase.
2.8.3.19	2	CoA:oxalate CoA-transferase.
2.8.3.20	1	succinyl-CoA--D-citramalate CoA-transferase.
2.8.3.21	34	L-carnitine CoA-transferase.
2.8.3.22	4	succinyl-CoA--L-malate CoA-transferase.
2.8.3.23	1	caffeate CoA-transferase.
2.8.3.24	1	(R)-2-hydroxy-4-methylpentanoate CoA-transferase.
2.8.3.25	2	bile acid CoA-transferase.
2.8.3.26	2	succinyl-CoA:mesaconate CoA transferase.
2.8.3.27	2	propanoyl-CoA:succinate CoA transferase.
2.8.3.28	1	phenylsuccinyl-CoA transferase.
2.8.4.1	38	coenzyme-B sulfoethylthiotransferase.
2.8.4.2	4	arsenate-mycothiol transferase.
2.8.4.3	613	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase.
2.8.4.4	412	[ribosomal protein uS12] (aspartate(89)-C(3))-methylthiotransferase.
2.8.4.5	20	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase.
2.8.4.6	1	S-methyl-1-thioxylulose 5-phosphate methylthiotransferase.
2.8.5.1	1	S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent).
2.8.5.2	10	L-cysteine S-thiosulfotransferase.
2.9.1.1	127	L-seryl-tRNA(Sec) selenium transferase.
2.9.1.2	12	O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase.
2.9.1.3	102	tRNA 2-selenouridine synthase.
2.10.1.1	27	molybdopterin molybdotransferase.
3.1.1.1	187	carboxylesterase.
3.1.1.2	20	arylesterase.
3.1.1.3	206	triacylglycerol lipase.
3.1.1.4	601	phospholipase A2.
3.1.1.5	123	lysophospholipase.
3.1.1.6	16	acetylesterase.
3.1.1.7	26	acetylcholinesterase.
3.1.1.8	14	cholinesterase.
3.1.1.10	1	tropinesterase.
3.1.1.11	104	pectinesterase.
3.1.1.13	24	sterol esterase.
3.1.1.14	7	chlorophyllase.
3.1.1.15	2	L-arabinonolactonase.
3.1.1.17	13	gluconolactonase.
3.1.1.19	0	uronolactonase.
3.1.1.20	2	tannase.
3.1.1.22	27	hydroxybutyrate-dimer hydrolase.
3.1.1.23	42	acylglycerol lipase.
3.1.1.24	2	3-oxoadipate enol-lactonase.
3.1.1.25	2	1,4-lactonase.
3.1.1.26	11	galactolipase.
3.1.1.27	1	4-pyridoxolactonase.
3.1.1.28	2	acylcarnitine hydrolase.
3.1.1.29	781	peptidyl-tRNA hydrolase.
3.1.1.30	0	D-arabinonolactonase.
3.1.1.31	130	6-phosphogluconolactonase.
3.1.1.32	90	phospholipase A1.
3.1.1.33	0	6-acetylglucose deacetylase.
3.1.1.34	11	lipoprotein lipase.
3.1.1.35	1	dihydrocoumarin hydrolase.
3.1.1.36	0	limonin-D-ring-lactonase.
3.1.1.37	0	steroid-lactonase.
3.1.1.38	0	triacetate-lactonase.
3.1.1.39	0	actinomycin lactonase.
3.1.1.40	0	orsellinate-depside hydrolase.
3.1.1.41	2	cephalosporin-C deacetylase.
3.1.1.42	2	chlorogenate hydrolase.
3.1.1.43	0	alpha-amino-acid esterase.
3.1.1.44	0	4-methyloxaloacetate esterase.
3.1.1.45	17	carboxymethylenebutenolidase.
3.1.1.46	0	deoxylimonate A-ring-lactonase.
3.1.1.47	32	1-alkyl-2-acetylglycerophosphocholine esterase.
3.1.1.48	0	fusarinine-C ornithinesterase.
3.1.1.49	1	sinapine esterase.
3.1.1.50	0	wax-ester hydrolase.
3.1.1.51	0	phorbol-diester hydrolase.
3.1.1.52	0	phosphatidylinositol deacylase.
3.1.1.53	48	sialate O-acetylesterase.
3.1.1.54	0	acetoxybutynylbithiophene deacetylase.
3.1.1.55	0	acetylsalicylate deacetylase.
3.1.1.56	3	methylumbelliferyl-acetate deacetylase.
3.1.1.57	2	2-pyrone-4,6-dicarboxylate lactonase.
3.1.1.58	0	N-acetylgalactosaminoglycan deacetylase.
3.1.1.59	5	juvenile-hormone esterase.
3.1.1.60	0	bis(2-ethylhexyl)phthalate esterase.
3.1.1.61	237	protein-glutamate methylesterase.
3.1.1.63	0	11-cis-retinyl-palmitate hydrolase.
3.1.1.64	11	retinoid isomerohydrolase.
3.1.1.65	1	L-rhamnono-1,4-lactonase.
3.1.1.66	0	5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase.
3.1.1.67	2	fatty-acyl-ethyl-ester synthase.
3.1.1.68	1	xylono-1,4-lactonase.
3.1.1.70	0	cetraxate benzylesterase.
3.1.1.71	5	acetylalkylglycerol acetylhydrolase.
3.1.1.72	28	acetylxylan esterase.
3.1.1.73	45	feruloyl esterase.
3.1.1.74	64	cutinase.
3.1.1.75	3	poly(3-hydroxybutyrate) depolymerase.
3.1.1.76	1	poly(3-hydroxyoctanoate) depolymerase.
3.1.1.77	5	acyloxyacyl hydrolase.
3.1.1.78	1	polyneuridine-aldehyde esterase.
3.1.1.79	12	hormone-sensitive lipase.
3.1.1.80	4	acetylajmaline esterase.
3.1.1.81	27	quorum-quenching N-acyl-homoserine lactonase.
3.1.1.82	1	pheophorbidase.
3.1.1.83	1	monoterpene epsilon-lactone hydrolase.
3.1.1.84	3	cocaine esterase.
3.1.1.85	106	pimeloyl-[acyl-carrier protein] methyl ester esterase.
3.1.1.86	2	rhamnogalacturonan acetylesterase.
3.1.1.87	1	fumonisin B1 esterase.
3.1.1.88	6	pyrethroid hydrolase.
3.1.1.89	22	protein phosphatase methylesterase-1.
3.1.1.90	2	all-trans-retinyl ester 13-cis isomerohydrolase.
3.1.1.91	1	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase.
3.1.1.92	2	4-sulfomuconolactone hydrolase.
3.1.1.93	5	mycophenolic acid acyl-glucuronide esterase.
3.1.1.94	3	versiconal hemiacetal acetate esterase.
3.1.1.95	1	aclacinomycin methylesterase.
3.1.1.96	600	D-aminoacyl-tRNA deacylase.
3.1.1.97	5	methylated diphthine methylhydrolase.
3.1.1.98	8	[Wnt protein] O-palmitoleoyl-L-serine hydrolase.
3.1.1.99	1	6-deoxy-6-sulfogluconolactonase.
3.1.1.100	0	chlorophyllide a hydrolase.
3.1.1.101	10	poly(ethylene terephthalate) hydrolase.
3.1.1.102	1	mono(ethylene terephthalate) hydrolase.
3.1.1.103	8	teichoic acid D-alanine hydrolase.
3.1.1.104	2	5-phospho-D-xylono-1,4-lactonase.
3.1.1.105	2	3-O-acetylpapaveroxine carboxylesterase.
3.1.1.106	25	O-acetyl-ADP-ribose deacetylase.
3.1.1.107	1	apo-salmochelin esterase.
3.1.1.108	5	iron(III) enterobactin esterase.
3.1.1.109	1	iron(III) salmochelin esterase.
3.1.1.110	1	xylono-1,5-lactonase.
3.1.1.111	12	phosphatidylserine sn-1 acylhydrolase.
3.1.1.112	2	isoamyl acetate esterase.
3.1.1.113	2	ethyl acetate hydrolase.
3.1.1.114	1	methyl acetate hydrolase.
3.1.1.115	1	D-apionolactonase.
3.1.1.116	12	sn-1-specific diacylglycerol lipase.
3.1.1.117	12	(4-O-methyl)-D-glucuronate--lignin esterase.
3.1.1.118	3	phospholipid sn-1 acylhydrolase.
3.1.1.120	3	L-fucono-1,5-lactonase.
3.1.1.121	0	ergosteryl-3beta-O-L-aspartate hydrolase.
3.1.1.122	1	carbendazim hydrolysing esterase.
3.1.1.123	4	dehydropreakuammicine esterase.
3.1.1.124	0	ellagitannin acyl hydrolase.
3.1.1.n2	6	protein-S-isoprenylcysteine alpha-carbonyl methylesterase.
3.1.2.1	31	acetyl-CoA hydrolase.
3.1.2.2	67	palmitoyl-CoA hydrolase.
3.1.2.3	5	succinyl-CoA hydrolase.
3.1.2.4	15	3-hydroxyisobutyryl-CoA hydrolase.
3.1.2.5	3	hydroxymethylglutaryl-CoA hydrolase.
3.1.2.6	287	hydroxyacylglutathione hydrolase.
3.1.2.7	0	glutathione thiolesterase.
3.1.2.10	0	formyl-CoA hydrolase.
3.1.2.11	3	acetoacetyl-CoA hydrolase.
3.1.2.12	36	S-formylglutathione hydrolase.
3.1.2.13	0	S-succinylglutathione hydrolase.
3.1.2.14	27	oleoyl-[acyl-carrier-protein] hydrolase.
3.1.2.16	0	citrate-lyase deacetylase.
3.1.2.17	0	(S)-methylmalonyl-CoA hydrolase.
3.1.2.18	0	ADP-dependent short-chain-acyl-CoA hydrolase.
3.1.2.19	0	ADP-dependent medium-chain-acyl-CoA hydrolase.
3.1.2.20	11	acyl-CoA hydrolase.
3.1.2.21	2	dodecanoyl-[acyl-carrier-protein] hydrolase.
3.1.2.22	82	palmitoyl-protein hydrolase.
3.1.2.23	3	4-hydroxybenzoyl-CoA thioesterase.
3.1.2.25	0	phenylacetyl-CoA hydrolase.
3.1.2.27	6	choloyl-CoA hydrolase.
3.1.2.28	34	1,4-dihydroxy-2-naphthoyl-CoA hydrolase.
3.1.2.29	1	fluoroacetyl-CoA thioesterase.
3.1.2.30	8	(3S)-malyl-CoA thioesterase.
3.1.2.31	3	dihydromonacolin L-[lovastatin nonaketide synthase] thioesterase.
3.1.2.32	1	2-aminobenzoylacetyl-CoA thioesterase.
3.1.2.33	5	betainyl-CoA thioesterase.
3.1.3.1	37	alkaline phosphatase.
3.1.3.2	117	acid phosphatase.
3.1.3.3	40	phosphoserine phosphatase.
3.1.3.4	37	phosphatidate phosphatase.
3.1.3.5	571	5'-nucleotidase.
3.1.3.6	65	3'-nucleotidase.
3.1.3.7	47	3'(2'),5'-bisphosphate nucleotidase.
3.1.3.8	19	3-phytase.
3.1.3.9	15	glucose-6-phosphatase.
3.1.3.10	5	glucose-1-phosphatase.
3.1.3.11	540	fructose-bisphosphatase.
3.1.3.12	45	trehalose-phosphatase.
3.1.3.14	0	methylphosphothioglycerate phosphatase.
3.1.3.15	79	histidinol-phosphatase.
3.1.3.16	775	protein-serine/threonine phosphatase.
3.1.3.17	0	[phosphorylase] phosphatase.
3.1.3.18	107	phosphoglycolate phosphatase.
3.1.3.19	0	glycerol-2-phosphatase.
3.1.3.20	0	phosphoglycerate phosphatase.
3.1.3.21	9	glycerol-1-phosphatase.
3.1.3.22	4	mannitol-1-phosphatase.
3.1.3.23	11	sugar-phosphatase.
3.1.3.24	11	sucrose-phosphate phosphatase.
3.1.3.25	65	inositol-phosphate phosphatase.
3.1.3.26	0	4-phytase.
3.1.3.27	21	phosphatidylglycerophosphatase.
3.1.3.28	0	ADP-phosphoglycerate phosphatase.
3.1.3.29	3	N-acylneuraminate-9-phosphatase.
3.1.3.32	7	polynucleotide 3'-phosphatase.
3.1.3.33	0	polynucleotide 5'-phosphatase.
3.1.3.34	1	deoxynucleotide 3'-phosphatase.
3.1.3.35	4	thymidylate 5'-phosphatase.
3.1.3.36	44	phosphoinositide 5-phosphatase.
3.1.3.37	36	sedoheptulose-bisphosphatase.
3.1.3.38	0	3-phosphoglycerate phosphatase.
3.1.3.39	1	streptomycin-6-phosphatase.
3.1.3.40	0	guanidinodeoxy-scyllo-inositol-4-phosphatase.
3.1.3.41	0	4-nitrophenylphosphatase.
3.1.3.42	0	[glycogen-synthase-D] phosphatase.
3.1.3.43	10	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase.
3.1.3.44	0	[acetyl-CoA carboxylase]-phosphatase.
3.1.3.45	9	3-deoxy-manno-octulosonate-8-phosphatase.
3.1.3.46	32	fructose-2,6-bisphosphate 2-phosphatase.
3.1.3.47	0	[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase.
3.1.3.48	518	protein-tyrosine-phosphatase.
3.1.3.49	0	[pyruvate kinase]-phosphatase.
3.1.3.50	5	sorbitol-6-phosphatase.
3.1.3.51	0	dolichyl-phosphatase.
3.1.3.52	5	[3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase.
3.1.3.53	9	[myosin-light-chain] phosphatase.
3.1.3.54	1	fructose-2,6-bisphosphate 6-phosphatase.
3.1.3.55	0	caldesmon-phosphatase.
3.1.3.56	23	inositol-polyphosphate 5-phosphatase.
3.1.3.57	16	inositol-1,4-bisphosphate 1-phosphatase.
3.1.3.58	0	sugar-terminal-phosphatase.
3.1.3.59	0	alkylacetylglycerophosphatase.
3.1.3.60	2	phosphoenolpyruvate phosphatase.
3.1.3.62	7	multiple inositol-polyphosphate phosphatase.
3.1.3.63	2	2-carboxy-D-arabinitol-1-phosphatase.
3.1.3.64	21	phosphatidylinositol-3-phosphatase.
3.1.3.66	8	phosphatidylinositol-3,4-bisphosphate 4-phosphatase.
3.1.3.67	18	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase.
3.1.3.68	4	2-deoxyglucose-6-phosphatase.
3.1.3.69	1	glucosylglycerol 3-phosphatase.
3.1.3.70	36	mannosyl-3-phosphoglycerate phosphatase.
3.1.3.71	60	2-phosphosulfolactate phosphatase.
3.1.3.72	0	5-phytase.
3.1.3.73	4	adenosylcobalamin/alpha-ribazole phosphatase.
3.1.3.74	11	pyridoxal phosphatase.
3.1.3.75	5	phosphoethanolamine/phosphocholine phosphatase.
3.1.3.76	4	lipid-phosphate phosphatase.
3.1.3.77	171	acireductone synthase.
3.1.3.78	15	phosphatidylinositol-4,5-bisphosphate 4-phosphatase.
3.1.3.79	1	mannosylfructose-phosphate phosphatase.
3.1.3.80	7	2,3-bisphosphoglycerate 3-phosphatase.
3.1.3.82	21	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase.
3.1.3.83	9	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase.
3.1.3.84	19	ADP-ribose 1''-phosphate phosphatase.
3.1.3.85	5	glucosyl-3-phosphoglycerate phosphatase.
3.1.3.86	32	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase.
3.1.3.87	28	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase.
3.1.3.88	1	5''-phosphoribostamycin phosphatase.
3.1.3.89	85	5'-deoxynucleotidase.
3.1.3.90	1	maltose 6'-phosphate phosphatase.
3.1.3.91	17	7-methylguanosine nucleotidase.
3.1.3.92	1	kanosamine-6-phosphate phosphatase.
3.1.3.93	2	L-galactose 1-phosphate phosphatase.
3.1.3.94	9	D-galactose 1-phosphate phosphatase.
3.1.3.95	44	phosphatidylinositol-3,5-bisphosphate 3-phosphatase.
3.1.3.96	4	pseudouridine 5'-phosphatase.
3.1.3.97	4	3',5'-nucleoside bisphosphate phosphatase.
3.1.3.99	27	IMP-specific 5'-nucleotidase.
3.1.3.100	2	thiamine phosphate phosphatase.
3.1.3.101	1	validoxylamine A 7'-phosphate phosphatase.
3.1.3.102	2	FMN hydrolase.
3.1.3.103	1	3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase.
3.1.3.104	9	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase.
3.1.3.105	2	N-acetyl-D-muramate 6-phosphate phosphatase.
3.1.3.106	13	2-lysophosphatidate phosphatase.
3.1.3.107	0	amicoumacin phosphatase.
3.1.3.108	3	nocturnin.
3.1.3.109	1	ribulose-1,5-bisphosphate 5-phosphatase.
3.1.3.110	0	4'-phosphopantetheine phosphatase.
3.1.3.111	3	decaprenylphosphoryl-5-phosphoribose phosphatase.
3.1.3.112	1	4'-phosphooxetanocin A phosphatase.
3.1.4.1	21	phosphodiesterase I.
3.1.4.2	10	glycerophosphocholine phosphodiesterase.
3.1.4.3	32	phospholipase C.
3.1.4.4	58	phospholipase D.
3.1.4.11	67	phosphoinositide phospholipase C.
3.1.4.12	36	sphingomyelin phosphodiesterase.
3.1.4.13	0	serine-ethanolaminephosphate phosphodiesterase.
3.1.4.14	51	[acyl-carrier-protein] phosphodiesterase.
3.1.4.16	9	2',3'-cyclic-nucleotide 2'-phosphodiesterase.
3.1.4.17	39	3',5'-cyclic-nucleotide phosphodiesterase.
3.1.4.35	55	3',5'-cyclic-GMP phosphodiesterase.
3.1.4.37	15	2',3'-cyclic-nucleotide 3'-phosphodiesterase.
3.1.4.38	8	glycerophosphocholine cholinephosphodiesterase.
3.1.4.39	4	alkylglycerophosphoethanolamine phosphodiesterase.
3.1.4.40	0	CMP-N-acylneuraminate phosphodiesterase.
3.1.4.41	10	sphingomyelin phosphodiesterase D.
3.1.4.42	0	glycerol-1,2-cyclic-phosphate 2-phosphodiesterase.
3.1.4.43	2	glycerophosphoinositol inositolphosphodiesterase.
3.1.4.44	4	glycerophosphoinositol glycerophosphodiesterase.
3.1.4.45	3	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase.
3.1.4.46	28	glycerophosphodiester phosphodiesterase.
3.1.4.48	0	dolichylphosphate-glucose phosphodiesterase.
3.1.4.49	0	dolichylphosphate-mannose phosphodiesterase.
3.1.4.50	5	glycosylphosphatidylinositol phospholipase D.
3.1.4.51	0	glucose-1-phospho-D-mannosylglycoprotein phosphodiesterase.
3.1.4.52	23	cyclic-guanylate-specific phosphodiesterase.
3.1.4.53	44	3',5'-cyclic-AMP phosphodiesterase.
3.1.4.54	8	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D.
3.1.4.55	1	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase.
3.1.4.56	1	7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase.
3.1.4.57	1	phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase.
3.1.4.58	12	RNA 2',3'-cyclic 3'-phosphodiesterase.
3.1.4.59	5	cyclic-di-AMP phosphodiesterase.
3.1.4.60	0	pApA phosphodiesterase.
3.1.4.61	0	cyclic 2,3-diphosphoglycerate hydrolase.
3.1.4.62	2	phosphatidylethanolamine phospholipase C.
3.1.5.1	54	dGTPase.
3.1.6.1	30	arylsulfatase (type I).
3.1.6.2	3	steryl-sulfatase.
3.1.6.3	0	glycosulfatase.
3.1.6.4	5	N-acetylgalactosamine-6-sulfatase.
3.1.6.6	1	choline-sulfatase.
3.1.6.7	0	cellulose-polysulfatase.
3.1.6.8	3	cerebroside-sulfatase.
3.1.6.9	0	chondro-4-sulfatase.
3.1.6.10	0	chondro-6-sulfatase.
3.1.6.11	0	disulfoglucosamine-6-sulfatase.
3.1.6.12	4	N-acetylgalactosamine-4-sulfatase.
3.1.6.13	2	iduronate-2-sulfatase.
3.1.6.14	9	N-acetylglucosamine-6-sulfatase.
3.1.6.15	4	N-sulfoglucosamine-3-sulfatase.
3.1.6.16	0	monomethyl-sulfatase.
3.1.6.17	0	D-lactate-2-sulfatase.
3.1.6.18	8	glucuronate-2-sulfatase.
3.1.6.19	1	(R)-specific secondary-alkylsulfatase (type III).
3.1.6.20	0	S-sulfosulfanyl-L-cysteine sulfohydrolase.
3.1.6.21	4	linear primary-alkylsulfatase.
3.1.6.22	0	branched primary-alkylsulfatase.
3.1.7.1	0	prenyl-diphosphatase.
3.1.7.2	19	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase.
3.1.7.3	0	monoterpenyl-diphosphatase.
3.1.7.5	0	geranylgeranyl diphosphate diphosphatase.
3.1.7.6	3	farnesyl diphosphatase.
3.1.7.9	0	isotuberculosinol synthase.
3.1.7.10	1	(13E)-labda-7,13-dien-15-ol synthase.
3.1.7.11	14	geranyl diphosphate diphosphatase.
3.1.7.12	1	(+)-kolavelool synthase.
3.1.7.13	1	neryl diphosphate diphosphatase.
3.1.8.1	15	aryldialkylphosphatase.
3.1.11.1	50	exodeoxyribonuclease I.
3.1.11.2	37	exodeoxyribonuclease III.
3.1.11.3	6	exodeoxyribonuclease (lambda-induced).
3.1.11.4	0	exodeoxyribonuclease (phage SP3-induced).
3.1.11.5	12	exodeoxyribonuclease V.
3.1.11.6	853	exodeoxyribonuclease VII.
3.1.12.1	12	5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming).
3.1.13.1	137	exoribonuclease II.
3.1.13.2	75	exoribonuclease H.
3.1.13.3	0	oligonucleotidase.
3.1.13.4	108	poly(A)-specific ribonuclease.
3.1.13.5	20	ribonuclease D.
3.1.14.1	0	yeast ribonuclease.
3.1.15.1	0	venom exonuclease.
3.1.16.1	10	spleen exonuclease.
3.1.21.1	18	deoxyribonuclease I.
3.1.21.2	271	deoxyribonuclease IV.
3.1.21.3	17	type I site-specific deoxyribonuclease.
3.1.21.4	115	type II site-specific deoxyribonuclease.
3.1.21.5	5	type III site-specific deoxyribonuclease.
3.1.21.6	0	CC-preferring endodeoxyribonuclease.
3.1.21.7	128	deoxyribonuclease V.
3.1.21.8	1	T4 deoxyribonuclease II.
3.1.21.9	1	T4 deoxyribonuclease IV.
3.1.21.10	687	crossover junction endodeoxyribonuclease.
3.1.22.1	10	deoxyribonuclease II.
3.1.22.2	0	Aspergillus deoxyribonuclease K1.
3.1.22.5	0	deoxyribonuclease X.
3.1.25.1	0	deoxyribonuclease (pyrimidine dimer).
3.1.26.1	1	Physarum polycephalum ribonuclease.
3.1.26.2	0	ribonuclease alpha.
3.1.26.3	518	ribonuclease III.
3.1.26.4	1339	ribonuclease H.
3.1.26.5	703	ribonuclease P.
3.1.26.6	0	ribonuclease IV.
3.1.26.7	0	ribonuclease P4.
3.1.26.8	22	ribonuclease M5.
3.1.26.9	0	ribonuclease [poly-(U)-specific].
3.1.26.10	0	ribonuclease IX.
3.1.26.11	293	ribonuclease Z.
3.1.26.12	9	ribonuclease E.
3.1.26.13	71	retroviral ribonuclease H.
3.1.26.n2	12	argonaute-2.
3.1.27.7	0	ribonuclease F.
3.1.27.8	0	ribonuclease V.
3.1.30.1	7	Aspergillus nuclease S1.
3.1.30.2	1	Serratia marcescens nuclease.
3.1.31.1	16	micrococcal nuclease.
3.2.1.1	132	alpha-amylase.
